,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews
64376,Great Bushwick Studio Apartment,45103289750,Unconfirmed,Wilfredo,Brooklyn,Bushwick,40.69093,-73.90366,United States,US,0,strict,Entire home/apt,2004.0,660,132,4.0,151.0
64377,High Floor apt.near Columbus Circle,44857069088,Unconfirmed,Jon,Manhattan,Hell's Kitchen,40.76731,-73.98437,United States,US,0,moderate,Entire home/apt,2006.0,748,150,30.0,130.0
64378,Whole apartment in Greenpoint.,3863912012,Verified,Jonathan,Brooklyn,Greenpoint,40.72558,-73.9504,United States,US,0,flexible,Entire home/apt,2022.0,885,177,30.0,6.0
64379,Private Bedroom 1,11886422202,Verified,George,Brooklyn,Clinton Hill,40.68578,-73.96458,United States,US,0,flexible,Private room,2005.0,492,98,30.0,58.0
64380,Prospect Heights gorgeous apartment,13518527665,Verified,Jenelle,Brooklyn,Crown Heights,40.67417,-73.96248,United States,US,1,flexible,Entire home/apt,2020.0,310,62,30.0,12.0
64381,Soho | Greenwich Village 1 Bedroom,7585202166,Unconfirmed,Dawn,Manhattan,SoHo,40.72743,-74.00232,United States,US,0,moderate,Entire home/apt,2003.0,92,18,30.0,110.0
64382,3rd floor: Charming 2 BR guest suite with balcony,52340285049,Verified,Margaret,Queens,Belle Harbor,40.57666,-73.85002,United States,US,1,moderate,Private room,2015.0,470,94,30.0,47.0
64383,"Luxurious Studio! ♡ of Bklyn, Access to all of NYC",93955647779,Verified,Im,Brooklyn,Flatbush,40.65424,-73.96195,United States,US,1,moderate,Entire home/apt,2021.0,101,20,1.0,58.0
64384,"Studio in our home Jamaica, Queens 17Min JFK",84971857799,Unconfirmed,Daphnee/Allan,Queens,Jamaica,40.69737,-73.78869,United States,US,1,moderate,Entire home/apt,2012.0,998,200,30.0,68.0
64385,18min to Manhattan &Safe Neighborhood&PrivateRoom,98068898007,Verified,Takatomo,Queens,Sunnyside,40.74003,-73.92643,United States,US,0,moderate,Private room,2013.0,941,188,30.0,6.0
64386,Large Bedroom with private sunroom Columbus Circle,33327687116,Verified,Rick,Manhattan,Hell's Kitchen,40.76626,-73.98361,United States,US,1,moderate,Private room,2011.0,638,128,30.0,43.0
64387,Spacious Apartment in Cute Boerum Hill Area,3231364513,Unconfirmed,Carter,Brooklyn,Boerum Hill,40.6849,-73.98707,United States,US,1,flexible,Entire home/apt,2016.0,799,160,13.0,5.0
64388,convenient 5min away from jfk 20 min lga airport,31570005769,Verified,Kevon,Queens,Richmond Hill,40.68828,-73.81454,United States,US,1,strict,Entire home/apt,2005.0,460,92,2.0,43.0
64389,LUXURY CONDO WITH THE BEST AMENITIES IN NYC,13379979892,Unconfirmed,Joseph,Manhattan,Hell's Kitchen,40.76587,-73.99203,United States,US,0,flexible,Entire home/apt,2009.0,766,153,3.0,15.0
64390,Brand New Apartment in a Townhouse with Garden,83632482266,Verified,Nita And Eka,Queens,Jackson Heights,40.75566,-73.8813,United States,US,0,strict,Entire home/apt,2021.0,885,177,30.0,46.0
64391,Spacious Midtown 2BR | Desk | Washer/Dryer | GLS,55245605759,Unconfirmed,Global Luxury Suites,Manhattan,Hell's Kitchen,40.76238,-73.9984,United States,US,0,moderate,Entire home/apt,2021.0,1090,218,30.0,1.0
64392,Charming Park Slope 2 bed w/Garden,96999608882,Verified,Jen,Brooklyn,Park Slope,40.67358,-73.9805,United States,US,1,strict,Entire home/apt,2007.0,238,48,31.0,16.0
64393,Urban Zen in Historic Stuyvesant Heights,66769484766,Verified,Micah,Brooklyn,Bedford-Stuyvesant,40.68451,-73.93561,United States,US,1,moderate,Entire home/apt,2010.0,934,187,30.0,3.0
64394,Cozy Zen Room in the heart of Bushwick,505396816,Verified,Kip,Brooklyn,Williamsburg,40.70631,-73.92956,United States,US,0,flexible,Private room,2022.0,170,34,15.0,2.0
64395,NYC Airbnb 6.,62530308628,Verified,Louis,Brooklyn,Bedford-Stuyvesant,40.69446,-73.94359,United States,US,1,moderate,Private room,2014.0,183,37,1.0,1.0
64396,Charming and Modern Home Base,72132744998,Verified,Lilian,Manhattan,Harlem,40.8062,-73.94672,United States,US,0,flexible,Private room,2005.0,1090,218,30.0,149.0
64397,Charming bedroom with huge terrace in Greenpoint,44772217275,Verified,Renata,Brooklyn,Greenpoint,40.72408,-73.94003,United States,US,1,strict,Private room,2022.0,1019,204,1.0,11.0
64398,Fab Williamsburg 1 BR w great amenities! #10307,55588247552,Unconfirmed,Tiffany,Brooklyn,Williamsburg,40.71663,-73.94129,United States,US,0,moderate,Entire home/apt,2014.0,116,23,30.0,67.0
64399,"Charming Sunlit Apt in Greenpoint, Brooklyn",9830008638,Unconfirmed,Olivia,Brooklyn,Greenpoint,40.73448,-73.95943,United States,US,1,moderate,Entire home/apt,2008.0,371,74,7.0,4.0
64400,Water Front Building - Bright/Luxury 1 BR,36267176764,Unconfirmed,Christina,Brooklyn,Greenpoint,40.73002,-73.95974,United States,US,1,flexible,Entire home/apt,2019.0,634,127,4.0,26.0
64401,Spacious studio with Private Entrance,73042325532,Verified,Joann,Brooklyn,Dyker Heights,40.61832,-74.0082,United States,US,0,flexible,Entire home/apt,2013.0,1184,237,30.0,1.0
64402,Renovated & Spacious Apt.,93937987170,Unconfirmed,Andres,Brooklyn,Prospect-Lefferts Gardens,40.65611,-73.95952,United States,US,0,flexible,Entire home/apt,2019.0,1013,203,1.0,11.0
64403,Large Skylight Private RM long term stay welcomed,52207752894,Unconfirmed,Lakisha,Brooklyn,Bushwick,40.68754,-73.91138,United States,US,1,flexible,Private room,2018.0,615,123,1.0,34.0
64404,Our beautiful sunny home is now your home,41472797495,Unconfirmed,Fabiana,Brooklyn,Bedford-Stuyvesant,40.69085,-73.93989,United States,US,0,flexible,Entire home/apt,2019.0,871,174,30.0,4.0
64405,Park Slope Sunny Studio,59598353986,Verified,Ellis,Brooklyn,Park Slope,40.67566,-73.97949,United States,US,1,moderate,Entire home/apt,2018.0,637,127,30.0,26.0
64406,"Sunny Jungle Duplex w/Private Roof, work from home",33151191424,Unconfirmed,Shabd,Brooklyn,Bedford-Stuyvesant,40.69098,-73.95306,United States,US,1,flexible,Entire home/apt,2022.0,884,177,30.0,8.0
64407,Express Train 20 Min From City | Wifi + Parking,28271437677,Unconfirmed,Dev,Brooklyn,East New York,40.67342,-73.89381,United States,US,1,moderate,Entire home/apt,2016.0,243,49,30.0,16.0
64408,15min from Manhattan(Express)+Renovated Bathroom,85004113799,Unconfirmed,Soya,Queens,Woodside,40.74456,-73.89396,United States,US,1,moderate,Private room,2006.0,774,155,30.0,1.0
64409,Chez Boogie Down,77381091040,Unconfirmed,Megan,Bronx,Port Morris,40.80851,-73.93008,United States,US,1,strict,Entire home/apt,2014.0,70,14,2.0,1.0
64410,2 Bdrm Great Bushwick apartment #1,89623992721,Unconfirmed,Wilfredo,Brooklyn,Bushwick,40.69266,-73.90362,United States,US,1,flexible,Entire home/apt,2010.0,615,123,30.0,124.0
64411,Astoria Huge Balcony. Amazing location!,64625603376,Verified,Chris,Queens,Astoria,40.76711,-73.9229,United States,US,0,flexible,Entire home/apt,2006.0,215,43,30.0,7.0
64412,CRNY : X-Large Exclusive Tribeca Loft Full Floor,31441034159,Verified,CRNY Monthly Rentals,Manhattan,Tribeca,40.71999,-74.00372,United States,US,0,strict,Entire home/apt,2003.0,559,112,30.0,1.0
64413,Cute Private Room in Astoria Duplex,34192992462,Unconfirmed,Nathalie,Queens,Astoria,40.76677,-73.91385,United States,US,1,flexible,Private room,2021.0,775,155,3.0,43.0
64414,Harlem 1 bedroom in a 2bedrooms,18672380179,Verified,Emmanuelle,Manhattan,Harlem,40.82663,-73.93759,United States,US,1,strict,Private room,2010.0,956,191,2.0,1.0
64415,Cozy Studio 2 min to Grand Central Manhattan,58647489624,Verified,Leïla,Manhattan,Midtown,40.75226,-73.97322,United States,US,1,strict,Entire home/apt,2013.0,338,68,2.0,3.0
64416,"Beautiful Townhouse, gorgeous garden, Scandinavian",92065844000,Unconfirmed,Leonardo,Brooklyn,Gowanus,40.68401,-73.98799,United States,US,0,moderate,Entire home/apt,2005.0,479,96,30.0,6.0
64417,The Wall Street Experience,96961591173,Unconfirmed,Lawrence,Manhattan,Financial District,40.70708,-74.00879,United States,US,0,moderate,Private room,2021.0,1143,229,1.0,4.0
64418,Sun Drenched Dreamy Loft,91778347994,Verified,Ani,Manhattan,Chelsea,40.74941,-73.99318,United States,US,1,flexible,Entire home/apt,2012.0,1200,240,30.0,48.0
64419,Awesome Harlem House 3 bdr 2 floors,97297643447,Verified,Grover,Manhattan,Harlem,40.8107,-73.94617,United States,US,1,strict,Entire home/apt,2018.0,1121,224,30.0,209.0
64420,PRIVATE GARDEN APARTMENT IN HISTORIC BROWNSTONE,5343240921,Verified,Casey,Brooklyn,Bedford-Stuyvesant,40.69126,-73.93496,United States,US,0,moderate,Entire home/apt,2012.0,333,67,6.0,47.0
64421,Summer escape in Brighton Beach,52970187157,Verified,Elena,Brooklyn,Brighton Beach,40.5768,-73.95472,United States,US,1,flexible,Entire home/apt,2013.0,206,41,30.0,25.0
64422,ROOM FOR RENT IN A BRAND NEW APARTMENT.,27169398971,Verified,Paoe,Bronx,Longwood,40.8181,-73.89533,United States,US,1,flexible,Private room,2018.0,468,94,30.0,5.0
64423,Sun Drenched Good Energy Good Vibes,18621580196,Verified,Esther,Brooklyn,East Flatbush,40.64797,-73.94355,United States,US,0,moderate,Private room,2019.0,184,37,1.0,1.0
64424,Cozy 1 Bedroom Soho/Village,81573675454,Verified,Hale,Manhattan,SoHo,40.72661,-73.99957,United States,US,0,flexible,Entire home/apt,2010.0,771,154,30.0,5.0
64425,Large  Loft Style  Studio  Space,45423330661,Unconfirmed,Tokunbo,Brooklyn,Bedford-Stuyvesant,40.68096,-73.94062,United States,US,0,flexible,Entire home/apt,2012.0,243,49,30.0,92.0
64426,Comfortable Single Room - 15min Manhattan,89585357122,Unconfirmed,Vinicius,Queens,Ditmars Steinway,40.77416,-73.91008,United States,US,1,moderate,Private room,2017.0,1096,219,2.0,40.0
64427,"Right Direction Cottage 3 Quiet, Clean and Private",42616817368,Unconfirmed,Olufemi,Staten Island,West Brighton,40.63033,-74.11345,United States,US,1,strict,Private room,2012.0,1166,233,30.0,22.0
64428,Private room  Apt in Manhattan 30min to Midtown,25920281662,Unconfirmed,Soya,Manhattan,Inwood,40.86639,-73.92242,United States,US,0,moderate,Private room,2011.0,1173,235,30.0,1.0
64429,Large 1BR Apartment in Best LES Location,80090663770,Unconfirmed,Kyra,Manhattan,Lower East Side,40.71875,-73.98638,United States,US,0,strict,Entire home/apt,2009.0,807,161,30.0,1.0
64430,Modern Vibrant Large Cozy Bedroom* 正面能量,93919366579,Unconfirmed,Grover,Bronx,Concourse,40.81943,-73.92911,United States,US,0,strict,Private room,2008.0,206,41,30.0,136.0
64431,Your home away from home in New York City.,22388368502,Verified,Nilufer,Queens,Sunnyside,40.73642,-73.92635,United States,US,0,strict,Private room,2017.0,942,188,30.0,82.0
64432,Staten Island Home with a Patio,40685908349,Verified,Anatoly,Staten Island,Concord,40.60787,-74.09033,United States,US,0,moderate,Entire home/apt,2005.0,541,108,2.0,1.0
64433,Sunny Soho Apartment with Great Views,39519433030,Unconfirmed,Beth,Manhattan,SoHo,40.72638,-74.00134,United States,US,1,moderate,Entire home/apt,2018.0,998,200,30.0,87.0
64434,Perfect room in the West Village(Full size bed),38218570028,Verified,Ryan,Manhattan,West Village,40.73778,-74.00137,United States,US,0,moderate,Private room,2016.0,575,115,7.0,21.0
64435,Harlem Get Away,3242348364,Verified,Roger,Manhattan,East Harlem,40.80796,-73.9402,United States,US,1,flexible,Private room,2011.0,936,187,30.0,88.0
64436,Ongo Gablogian's Brooklyn Artist Loft,70903188746,Unconfirmed,Isaac,Brooklyn,Bedford-Stuyvesant,40.69271,-73.9431,United States,US,0,flexible,Entire home/apt,2007.0,496,99,4.0,8.0
64437,Sun-Filled Apartment in Great Location,31424301135,Unconfirmed,Jesse,Manhattan,East Village,40.72949,-73.98555,United States,US,0,strict,Entire home/apt,2017.0,965,193,4.0,1.0
64438,welcoming and brightness room,49002618133,Unconfirmed,Daniel,Queens,Kew Gardens Hills,40.72051,-73.81127,United States,US,1,flexible,Private room,2014.0,228,46,7.0,3.0
64439,Large Double Room  Queenbed Wifi,22694037910,Unconfirmed,Edward,Brooklyn,Bedford-Stuyvesant,40.68435,-73.94825,United States,US,0,strict,Private room,2006.0,954,191,30.0,40.0
64440,"Beautiful, Cln, Mdrn Rm.
Perfect for Med Students!",78319120294,Verified,Stephanie,Brooklyn,East Flatbush,40.66304,-73.92507,United States,US,0,moderate,Private room,2017.0,628,126,30.0,7.0
64441,BK's Finest Jack&Jill Twins NearTransportation,79867013949,Unconfirmed,Joyell,Brooklyn,Bushwick,40.69664,-73.9294,United States,US,0,moderate,Private room,2012.0,1127,225,30.0,170.0
64442,Warm and cozy room in Williamsburg,28260027690,Unconfirmed,Kai,Brooklyn,Williamsburg,40.71725,-73.94164,United States,US,1,moderate,Entire home/apt,2007.0,1088,218,30.0,28.0
64443,Clean & Beautiful Studio near Columbus Circle!,69142413152,Unconfirmed,Jacob,Manhattan,Hell's Kitchen,40.76678,-73.98604,United States,US,0,moderate,Entire home/apt,2011.0,1005,201,3.0,18.0
64444,Quiet and modern Williamsburg garden 1BR,24357672712,Unconfirmed,Celia,Brooklyn,Williamsburg,40.71192,-73.94581,United States,US,1,flexible,Entire home/apt,2011.0,1027,205,30.0,41.0
64445,"Solo Room w/ friendly ambience, 15mins to Midtown",35793903771,Verified,Kaz,Queens,Sunnyside,40.73593,-73.92338,United States,US,0,flexible,Private room,2011.0,992,198,30.0,6.0
64446,Modern and Stylish Harlem Apartment,54102133921,Unconfirmed,Christina,Manhattan,East Harlem,40.80771,-73.9388,United States,US,0,flexible,Entire home/apt,2021.0,756,151,30.0,54.0
64447,"""Home sweet Home""  Welcome friends",12448041538,Verified,Leonardo,Brooklyn,Williamsburg,40.7089,-73.96469,United States,US,0,flexible,Private room,2003.0,208,42,2.0,80.0
64448,Garden View Room - Close to Trains! Brooklyn,37349110047,Unconfirmed,Gloria,Brooklyn,Bushwick,40.69491,-73.92316,United States,US,1,strict,Private room,2007.0,629,126,30.0,6.0
64449,"Sohotel, Deluxe Queen Two Bed",75472998838,Verified,Sohotel,Manhattan,Little Italy,40.71933,-73.994843,United States,US,1,flexible,Private room,2009.0,772,154,1.0,1.0
64450,2部屋でのシェア　ブルックリンの大人気エリアのウィリアムズバーグから３駅　駅から徒歩3分の好立地　,48217223293,Verified,Soya,Brooklyn,Bedford-Stuyvesant,40.6884,-73.95003,United States,US,0,flexible,Private room,2011.0,632,126,30.0,1.0
64451,Monthly discount - 2 bedroom upper east side,38335783575,Verified,D,Manhattan,Upper East Side,40.77031,-73.95098,United States,US,0,strict,Entire home/apt,2014.0,605,121,30.0,2.0
64452,"Private Suite, Free Metrocard*",77855762275,Unconfirmed,Christina,Queens,Flushing,40.75046,-73.80969,United States,US,0,moderate,Private room,2014.0,805,161,2.0,352.0
64453,Studio w/CV: Cleaning CDC guidelines implemented,92881530321,Unconfirmed,Vida,Brooklyn,Greenpoint,40.7269,-73.94198,United States,US,1,strict,Entire home/apt,2015.0,265,53,30.0,8.0
64454,Spacious and sunny private room,51706249711,Unconfirmed,Diego,Queens,Ridgewood,40.70835,-73.91158,United States,US,1,strict,Private room,2013.0,531,106,30.0,56.0
64455,Cozy apt convenient to everything!,18114417251,Unconfirmed,Ruby,Manhattan,East Village,40.72556,-73.99036,United States,US,1,strict,Entire home/apt,2008.0,261,52,30.0,11.0
64456,Great studio near Times Square,30107375167,Verified,Jeniffer,Manhattan,Hell's Kitchen,40.76372,-73.99318,United States,US,0,strict,Entire home/apt,2021.0,1075,215,30.0,6.0
64457,521 West 48-Studio near Time Square,17802273791,Unconfirmed,Jeniffer,Manhattan,Hell's Kitchen,40.76411,-73.99371,United States,US,1,flexible,Entire home/apt,2013.0,191,38,30.0,8.0
64458,Huge 1 Bedroom Fully Furnished Gramercy Apt,67722876523,Unconfirmed,Jason,Manhattan,Gramercy,40.73366,-73.9825,United States,US,0,moderate,Entire home/apt,2010.0,181,36,10.0,3.0
64459,lovely home on 38th street,39342768481,Unconfirmed,Alon,Manhattan,Murray Hill,40.74798,-73.97413,United States,US,1,moderate,Entire home/apt,2009.0,593,119,30.0,7.0
64460,The Perfect Village - Jimi Hendrix Studio,43108927632,Unconfirmed,Ian,Manhattan,Greenwich Village,40.73304,-73.99992,United States,US,0,flexible,Entire home/apt,2005.0,969,194,10.0,6.0
64461,Cozy and Modern Brooklyn Loft with amazing view!,6959633971,Unconfirmed,Kyle,Brooklyn,Bushwick,40.70003,-73.9255,United States,US,0,flexible,Entire home/apt,2009.0,483,97,30.0,2.0
64462,Harlem Hideaway Guest Room,64120421788,Verified,Dennis,Manhattan,Harlem,40.80412,-73.94834,United States,US,0,flexible,Private room,2003.0,232,46,3.0,22.0
64463,Sunny Private Room 4 Min from Train,50732112902,Unconfirmed,Chérie,Brooklyn,Bushwick,40.68695,-73.90529,United States,US,1,strict,Private room,2008.0,105,21,30.0,17.0
64464,"@Ferry,2Bedroom/4bed.Private,Renovated/Stylish...",92699420905,Verified,Mark,Staten Island,Stapleton,40.6336,-74.07766,United States,US,1,moderate,Entire home/apt,2012.0,633,127,30.0,91.0
64465,Private Room with Private Entrance,68605769216,Unconfirmed,Jenn,Brooklyn,Williamsburg,40.70993,-73.94897,United States,US,1,strict,Private room,2003.0,726,145,30.0,40.0
64466,Bright Minimal Studio in Heart of Williamsburg,59529008985,Unconfirmed,Emon,Brooklyn,Williamsburg,40.7117,-73.95781,United States,US,0,flexible,Entire home/apt,2005.0,1128,226,2.0,7.0
64467,Nice room to rent at Midtown Manhattan,49807460302,Unconfirmed,Rémi,Manhattan,Midtown,40.75806,-73.96756,United States,US,1,flexible,Private room,2014.0,1072,214,30.0,15.0
64468,High Vibe Upper West,3118163757,Verified,Beth,Manhattan,Upper West Side,40.77991,-73.97845,United States,US,0,strict,Entire home/apt,2022.0,633,127,30.0,5.0
64469,Soaring mini loft in West Village Mansion,51039218488,Verified,Michelle,Manhattan,SoHo,40.72717,-74.00131,United States,US,1,moderate,Entire home/apt,2019.0,538,108,30.0,4.0
64470,"One master bedroom near Q10,Q24 BUS STOP, A train",36730622940,Unconfirmed,Balwinder,Queens,Richmond Hill,40.69003,-73.82132,United States,US,0,flexible,Private room,2006.0,296,59,1.0,52.0
64471,Gorgeous Apartment in a Historic Brownstone,73848890981,Verified,Marina,Brooklyn,Crown Heights,40.67775,-73.94867,United States,US,1,strict,Entire home/apt,2020.0,492,98,30.0,20.0
64472,Spacious Studio in the heart of Midtown East,35861584150,Unconfirmed,Kirill,Manhattan,Midtown,40.75525,-73.96898,United States,US,1,strict,Entire home/apt,2005.0,441,88,5.0,4.0
64473,19min to Manhattan & Safe Neighborhood&PrivateRoom,89962365632,Verified,Takatomo,Queens,Sunnyside,40.73777,-73.92755,United States,US,1,flexible,Private room,2021.0,92,18,30.0,3.0
64474,Private Penthouse in Midtown East,16907202876,Verified,Thomas,Manhattan,Midtown,40.75421,-73.96601,United States,US,0,strict,Entire home/apt,2021.0,762,152,30.0,15.0
64475,Modern one bedroom apartment,51362168699,Unconfirmed,Brigid,Queens,Jamaica,40.68924,-73.77942,United States,US,0,flexible,Entire home/apt,2013.0,337,67,1.0,57.0
64476,Sunny Designer Apartment in Prospect Hts Brooklyn!,78548503291,Verified,Mike,Brooklyn,Crown Heights,40.67974,-73.96149,United States,US,1,moderate,Entire home/apt,2020.0,1129,226,150.0,1.0
64477,newly Furnished Studio~Prime 20's~W/D~Best Value,11562267222,Unconfirmed,Eran,Manhattan,Kips Bay,40.73976,-73.98198,United States,US,0,moderate,Entire home/apt,2018.0,802,160,30.0,2.0
64478,Private Master Bedroom Close to LGA/Manhattan,91707767644,Verified,Miss. G.,Queens,Astoria,40.76983,-73.91814,United States,US,1,moderate,Private room,2017.0,1012,202,30.0,1.0
64479,20 minutes to Manhattan. near the station,45048472328,Unconfirmed,Soya,Queens,Woodside,40.74604,-73.89981,United States,US,1,moderate,Private room,2012.0,823,165,30.0,1.0
64480,Large Attic Suite,32055838617,Verified,Nadia,Queens,Forest Hills,40.71598,-73.84765,United States,US,0,moderate,Private room,2004.0,351,70,3.0,1.0
64481,Private Room in Beautiful Brooklyn Private House.,95736257019,Verified,Johari,Brooklyn,Bedford-Stuyvesant,40.67961,-73.91248,United States,US,1,strict,Private room,2010.0,579,116,14.0,17.0
64482,Corner New York,69522283194,Verified,Park Central,Manhattan,Midtown,40.76539,-73.98221,United States,US,1,flexible,Private room,2010.0,635,127,1.0,3.0
64483,Prime Gramercy~BrandNew Studio~W/D~private Terrace,55200270105,Verified,Eran,Manhattan,Kips Bay,40.73929,-73.98178,United States,US,0,strict,Entire home/apt,2011.0,468,94,30.0,2.0
64484,Modern studio with Manhattan view,86648309051,Verified,Valentine,Manhattan,Harlem,40.82159,-73.95505,United States,US,1,flexible,Private room,2020.0,513,103,30.0,1.0
64485,Harlem Musicians Home,16993129464,Unconfirmed,Green,Manhattan,Harlem,40.82859,-73.94875,United States,US,0,flexible,Entire home/apt,2018.0,86,17,30.0,7.0
64486,Room in 3bed/2bath 420 friendly Bushwick Apartment,9493614795,Unconfirmed,Nicolas,Brooklyn,Bushwick,40.69546,-73.90891,United States,US,1,moderate,Private room,2004.0,710,142,30.0,15.0
64487,Spacious Private Room | Heart of Brooklyn,75746487463,Verified,SharedEasy,Brooklyn,Bedford-Stuyvesant,40.67995,-73.94541,United States,US,1,strict,Private room,2021.0,224,45,30.0,1.0
64488,Huge Double Room by Brighton Beach Next to Subway,21169071097,Unconfirmed,Claire,Brooklyn,Brighton Beach,40.57737,-73.96274,United States,US,0,moderate,Private room,2011.0,434,87,30.0,1.0
64489,Bushwick room by the park -#132,48391289314,Unconfirmed,Eugene,Brooklyn,Bushwick,40.69146,-73.91221,United States,US,0,strict,Private room,2008.0,101,20,30.0,2.0
64490,Apartment,9117462544,Verified,Olga,Manhattan,Upper East Side,40.78085,-73.94951,United States,US,0,flexible,Private room,2013.0,148,30,30.0,35.0
64491,"Big bedroom  .Queens,Astória Subway close M,R",946066299,Unconfirmed,Marcia,Queens,Astoria,40.7607,-73.90773,United States,US,0,moderate,Private room,2015.0,701,140,30.0,8.0
64492,Tropical Style Apartment in BK (cat lovers),47584209099,Unconfirmed,Karina,Brooklyn,Bedford-Stuyvesant,40.68993,-73.93721,United States,US,0,strict,Entire home/apt,2014.0,221,44,30.0,1.0
64493,NEW Private room Near Tompkins Sq Park . E.V. NYC,34703435891,Verified,Alex,Manhattan,East Village,40.72666,-73.97794,United States,US,0,flexible,Private room,2011.0,80,16,3.0,64.0
64494,New Luxury Harlem Condo 2 bedrooms with Garden,80539279765,Unconfirmed,Mukaram,Manhattan,East Harlem,40.80227,-73.93573,United States,US,1,flexible,Entire home/apt,2007.0,926,185,30.0,50.0
64495,Not Available,14043724763,Unconfirmed,Jma,Queens,East Elmhurst,40.76523,-73.87308,United States,US,1,strict,Private room,2012.0,171,34,30.0,57.0
64496,"Shared room Manhattan w/ breakfast, 1 block metro",34894065337,Unconfirmed,Bravo,Manhattan,Washington Heights,40.8519,-73.93153,United States,US,0,moderate,Shared room,2017.0,96,19,30.0,2.0
64497,"Sunny , cozy, and spacious Manhattan apartment",51896483427,Unconfirmed,N Associates,Manhattan,Upper East Side,40.77458,-73.95077,United States,US,0,flexible,Entire home/apt,2005.0,1035,207,30.0,1.0
64498,Shared studio apartment!,19374803177,Unconfirmed,Alberto,Queens,Long Island City,40.74873,-73.94174,United States,US,0,strict,Shared room,2017.0,726,145,1.0,1.0
64499,cozy charming apt - Lower East Side,37059633014,Verified,Andrew,Manhattan,Lower East Side,40.7207,-73.98713,United States,US,1,moderate,Entire home/apt,2007.0,544,109,30.0,59.0
64500,Bright Design Loft Perfect for Photoshoots,81899076365,Unconfirmed,Ani,Manhattan,Chelsea,40.74902,-73.99241,United States,US,0,strict,Entire home/apt,2005.0,1029,206,30.0,106.0
64501,"Sleeping in NYC, like home (1).",28516799870,Unconfirmed,Alberto,Queens,Rego Park,40.72879,-73.856232,United States,US,1,strict,Private room,2019.0,399,80,30.0,142.0
64502,"JFK 10mins, LGA 15mins drive, Two Beds in a Room",55464676899,Unconfirmed,Dr. Shirin,Queens,Briarwood,40.70968,-73.80829,United States,US,1,flexible,Private room,2014.0,848,170,30.0,47.0
64503,Bright Brooklyn (Boerum Hill) Condo w Roof Deck,71119412840,Verified,Adam,Brooklyn,Boerum Hill,40.68513,-73.98348,United States,US,1,flexible,Entire home/apt,2011.0,1169,234,3.0,7.0
64504,AMAZINGLY LOCATED APARTMENT NEAR TIME SQ,86634994957,Verified,Oscar,Manhattan,Hell's Kitchen,40.76151,-73.98951,United States,US,1,moderate,Entire home/apt,2010.0,353,71,30.0,114.0
64505,Keep Calm! Easy Breezy Beautiful Spacious Bedroom,48886884881,Unconfirmed,Meeks,Brooklyn,Crown Heights,40.67515,-73.94588,United States,US,0,moderate,Private room,2006.0,684,137,30.0,77.0
64506,Dope Studio Loft in Williamsburg BK,71254838857,Unconfirmed,Sal,Brooklyn,Williamsburg,40.71203,-73.95902,United States,US,0,moderate,Entire home/apt,2006.0,406,81,2.0,10.0
64507,"Shoreham Hotel, Standard King",34042372299,Verified,Shoreham,Manhattan,Midtown,40.76313,-73.97716,United States,US,1,strict,Private room,2003.0,889,178,30.0,7.0
64508,Spacious room near subway,34870314496,Verified,Heidi,Queens,Ridgewood,40.7091,-73.8989,United States,US,0,moderate,Private room,2016.0,1092,218,30.0,40.0
64509,"Cosy Apt:  Brooklyn, near B/Q, 2/5 subway & buses",88953689418,Verified,Julia,Brooklyn,Flatbush,40.63752,-73.95586,United States,US,1,moderate,Entire home/apt,2006.0,702,140,6.0,42.0
64510,The House on Richardson: Entire Home w/ Rear Yard,15290364445,Unconfirmed,Vera,Brooklyn,Williamsburg,40.71808,-73.94484,United States,US,0,flexible,Entire home/apt,2006.0,842,168,30.0,56.0
64511,Luxury duplex with back yard in Bushwick Brooklyn,57337034051,Unconfirmed,Greg,Brooklyn,Bushwick,40.69441,-73.92378,United States,US,1,moderate,Entire home/apt,2005.0,124,25,6.0,11.0
64512,Great spacious and comftble apt with 4beds/4baths,70354136561,Verified,Luis,Brooklyn,Sunset Park,40.66255,-73.99769,United States,US,0,strict,Entire home/apt,2005.0,1109,222,30.0,15.0
64513,It takes 30 minutes approximately for Manhattan.,57861494775,Unconfirmed,Soya,Queens,Woodside,40.74306,-73.89587,United States,US,0,moderate,Private room,2018.0,1094,219,30.0,1.0
64514,"Private bedroom Private bathroom in Brooklyn, NY",451722460,Unconfirmed,Amanda,Brooklyn,Prospect-Lefferts Gardens,40.65967,-73.94228,United States,US,1,strict,Private room,2014.0,357,71,30.0,1.0
64515,2 BED 2 BATH Artist Loft 🎨 near ALL the Parks! 🌳,7830081492,Verified,Jeff,Manhattan,Upper West Side,40.80234,-73.96997,United States,US,1,flexible,Entire home/apt,2006.0,406,81,3.0,3.0
64516,Spacious Modern Studio in Brooklyn Close to Subway,93813806847,Verified,Ivo,Brooklyn,Bedford-Stuyvesant,40.68194,-73.9122,United States,US,0,moderate,Entire home/apt,2014.0,132,26,30.0,42.0
64517,High comfort private room! New interior design!,89301688352,Verified,Vlada And Alex,Brooklyn,Williamsburg,40.7063,-73.94245,United States,US,0,strict,Private room,2021.0,537,107,30.0,1.0
64518,Central Park W Pristine Apartment,38793053803,Verified,Lori,Manhattan,Upper West Side,40.78695,-73.96759,United States,US,0,strict,Entire home/apt,2004.0,458,92,30.0,31.0
